_costPrice,_carriage,_carriageKnown,_profit,_marginPct,_supplier,_supplierSku,_marketplacePermitted,_stockQty,_photoCount,Title,Description,KaikuCategory,eBayCategoryID,ConditionID,StartPrice,Quantity,Format,Duration,Location,PostalCode,HandlingTimeDays,CustomLabel,EAN,MPN,C:Brand,C:Colour,C:Material,C:Room,C:Style,C:Length,C:Width,C:Height,C:Unit,C:Weight,PicURLs
70.08,,NO — margin overstated,18.37,20.4,"Premier Housewares","5509128",NOT PERMITTED — ask supplier,,6,"Sabia Green And Gold Two Tiered Plant Stand 55x55cm","<p>A plant stand in iron, 55 x 55 x 25cm and 3.5kg.</p><ul><li>Dimensions: 55 x 55 x 25 cm</li><li>Colour: Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,90.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-SABIA-GLD-002",5018705959986,,"Kaiku","Gold","","","Modern",55,55,25,cm,,"https://cdn.sanity.io/images/huh1e45n/production/433ea19f3a6f228dbe09da6b45ed1c2dd5ae3963-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/7d9d6022dea1a3656a4a9207df0dfeed2e0214a9-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/ca0ab5a22b046f0b5b74a5fc36a68b0131caad29-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/19d098d1fc7b6f7b6c68f4877ddd45e54f45cca4-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/a3052067efe403bad7db5734dbf3f5e35d2c10be-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/1f4b97d6364554e9a003fd10180b91b922c9a5c3-1280x1280.jpg"
76.36,,NO — margin overstated,19.97,20.4,"Premier Housewares","2406739",NOT PERMITTED — ask supplier,,1,"Depok Rattan Coffee Table With Cross Metal Base 60x60cm","<p>A coffee table in natural rattan, MDF and iron, 60 x 60 x 50cm. 4.5kg shipped.</p><ul><li>Natural Rattan</li><li>Black Metal Base</li><li>Contemporary Design</li><li>Easy to Maintain</li><li>Compact Dimensions</li></ul><ul><li>Dimensions: 60 x 60 x 50 cm</li><li>Material: Rattan</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",garden-furniture,FILL,1000,98.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-GARF-DEPOK-001",5018705970554,,"Kaiku","","Rattan","","Modern",60,60,50,cm,,"https://cdn.sanity.io/images/huh1e45n/production/db463fd6074c3035b7e24f2b100dde5d2fa0c169-500x500.jpg"
77.15,,NO — margin overstated,20.16,20.4,"Premier Housewares","5505782",NOT PERMITTED — ask supplier,,6,"Darnell Small Black Geometric Planter with Legs 46x46cm","<p>The Darnell Small Black Geometric Planter with Legs is a unique planting solution made from durable magnesia fibreglass and beechwood legs.</p><ul><li>Dimensions: 46 x 46 x 47 cm</li><li>Colour: Black</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,99.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-DARNELL-BLK-004",5018705468136,,"Kaiku","Black","","","Modern",46,46,47,cm,,"https://cdn.sanity.io/images/huh1e45n/production/59f0abbe0c7546fcccbecf4511111bbe44541b08-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/6ecc0bfa4cf76ccb0395b383fea3e9776d2c41e9-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/0aa5f87e4cc724329cab522fa8a8e8a47c9237df-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/82d6d434f3fb10d9ee20a8a340bf5a952b598bb1-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/528a46a9ccc2cecee73d2071cb231d4b09a014bc-900x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/7bc996b13f4906292f965659ce7ec039680561ab-1200x1200.jpg"
41.24,,NO — margin overstated,10.76,20.3,"Premier Housewares","5506428",NOT PERMITTED — ask supplier,,6,"Brown Resin Darnell Small Rustic Face Planter 23x20cm","<p>The Darnell Small Rustic Face Planter is a handcrafted piece made from eco-friendly materials.</p><ul><li>Dimensions: 22.5 x 19.5 x 28 cm</li><li>Material: Resin</li><li>Colour: Brown</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,53.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-DARNELL-BRN-004",5018705977263,,"Kaiku","Brown","Resin","","Rustic",22.5,19.5,28,cm,,"https://cdn.sanity.io/images/huh1e45n/production/26086bbd8d2cd2be2e28fcea3b12ae9600f2f621-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/8d5ad4522cfc6c6a195c50bcd22808718756d5c0-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/911a47d92f20896382dd367611de760b9133a729-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/d0151b291f616c8a4f86464af640b93c9c18195e-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/cf4ce787969328d54c77a3730b58085de5c8e815-900x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/49ff9e97d5a5aab0c9ac5311b141946e7409695b-866x1199.jpg"
61.57,,NO — margin overstated,16.04,20.3,"Premier Housewares","5511649",NOT PERMITTED — ask supplier,,1,"Enola Large Ribbed Smoked Glass Table Lamp 29x29cm","<p>Crafted from smoked brown glass, the Enola Large Ribbed Smoked Glass Table Lamp features a contemporary design that elevates any interior. With dimensions of 29 × 29 × 25 cm, it makes an ideal addition to your bedside table or living room console. This lamp requires assembly and is perfect for those seeking functional lighting solutions. Please note that this lamp does not come with a bulb, meaning you’ll need to purchase an E27 bulb with a maximum wattage of 40W separately. With its design and versatile placement options, the Enola lamp is sure to become a favourite in your home.</p><ul><li>Dimensions: 29 x 29 x 25 cm</li><li>Material: Glass</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",lighting,FILL,1000,79.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-LT-ENOLA-001",5018705969206,,"Kaiku","","Glass","","Modern",29,29,25,cm,,"https://cdn.sanity.io/images/huh1e45n/production/ea4e3d7c6cd9401170de9e2ebe17ca914d9015cb-500x439.jpg"
69.60,8.39,yes,20.31,20.3,"Hill Interiors","23730",yes,,5,"White Ceramic Pot Table Lamp with Linen Shade 38x38cm","<p>A table lamp with a ribbed white ceramic base under a linen shade. 38 x 38 x 62cm, 3kg.</p><ul><li>Dimensions: 38 x 38 x 62 cm</li><li>Weight: 3kg</li><li>Material: Ceramic</li><li>Colour: White</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",lighting,FILL,1000,100.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,4,"KK-LT-WHITE-002",5050140373088,,"Kaiku","White","Ceramic","","",38,38,62,cm,3kg,"https://cdn.sanity.io/images/huh1e45n/production/17fc591bb9a8dfba0c25aae7ea568449dcbbe490-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/ddca3e7c33958a72ba714076325a7d845f46fed4-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/4dc15539395f7ca02208e454c587863ca909c2a4-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/e2495b3b65f4774dd3bf81e263ecb19c4342b865-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/76cb7bc3d0fc612f2deb69d570d88e5f3d691841-1600x1600.jpg"
63.16,,NO — margin overstated,16.43,20.3,"Premier Housewares","5505790",NOT PERMITTED — ask supplier,,6,"Natural Darnell Large Grey Speckled Planter 49x49cm","<p>A planter in beechwood and magnesia fibreglass, 49 x 49 x 70cm.</p><ul><li>Dimensions: 49 x 49 x 70 cm</li><li>Colour: Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,81.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-DARNELL-NAT-002",5018705468211,,"Kaiku","Natural","","","Modern",49,49,70,cm,,"https://cdn.sanity.io/images/huh1e45n/production/019aa52e69c736e232038e4b85f5c9af1cd70d39-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/482803cded05b197552a507090228e3eb0419e77-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/bf4c95b43bed7afcbc6d14fb86fc40faa9ae674c-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/eff795a627998474c64b9de6280a69dadd32034f-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/7d31fb925e5660f0ce6f278a16425a87e9728c2e-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/be9fbfa42755eeceddaa02c38acf48b132dae62f-900x1200.jpg"
63.96,,NO — margin overstated,16.61,20.3,"Premier Housewares","5506575",NOT PERMITTED — ask supplier,,6,"Arlo Large Brown And Natural Wooden Planter 36x36cm","<p>The Arlo Large Brown And Natural Wooden Planter, made from Paulownia, adds a rustic charm to any space. Measuring 36 × 36 × 20 cm, it is perfect for showcasing your favourite plants.</p><ul><li>Dimensions: 36 x 36 x 20 cm</li><li>Colour: Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,82.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-ARLO-NAT-005",5018705986586,,"Kaiku","Natural","","","Bohemian",36,36,20,cm,,"https://cdn.sanity.io/images/huh1e45n/production/179be211fa872ff5a8a116982c575c56502b3cb9-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/1ce6e5b67beede6c2d156956779af160cb334a45-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/1541c8b200d24a25ab7cd14547951f923b40343e-899x1199.jpg | https://cdn.sanity.io/images/huh1e45n/production/ccc7111785dce175bd8b9e348ac2a553850da28b-899x1199.jpg | https://cdn.sanity.io/images/huh1e45n/production/73dcdee871a6e9c88f60139ad9b5af907aba2039-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/f08a2396db557d242c3836ba191f8a6e10e1bb21-799x1200.jpg"
25.06,8.39,yes,8.71,20.2,"Hill Interiors","24628",yes,70,5,"Black Ceramic Etched Collection Tall Pot With Handle 27x27cm","<p>A ceramic planter in black with an etched surface pattern and an integrated handle, 27 x 27 x 24cm and 3.66kg.</p><ul><li>Dimensions: 27 x 27 x 24 cm</li><li>Weight: 3.66kg</li><li>Material: Ceramic</li><li>Colour: Black</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,43.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-ETCHED-BLK-001",5050140462881,,"Kaiku","Black","Ceramic","","Modern",27,27,24,cm,3.66kg,"https://cdn.sanity.io/images/huh1e45n/production/44e04131ec427c768fe77060bd688cae1713acba-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/4ff4ae92cde06bc813c59c8d37f177a0aff54fdb-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/6bc08ae60ac9b04aa93a4ab7a1f2dc9a0711e58e-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/b8f24ce0a9b584474d3658d3b480f1036b9af7c4-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/0a0db9175e53ed90b17c6518a3e5f825274c9452-1600x1600.jpg"
24.08,,NO — margin overstated,6.26,20.2,"Premier Housewares","5506458",NOT PERMITTED — ask supplier,,6,"Natural Ceramic Jada Large Striped Planter 20x20cm","<p>A planter in ceramic and glaze, 20 x 20 x 18cm.</p><ul><li>Dimensions: 20 x 20 x 18 cm</li><li>Material: Ceramic</li><li>Colour: Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,31.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-JADA-NAT-001",5018705979908,,"Kaiku","Natural","Ceramic","","Modern",20,20,18,cm,,"https://cdn.sanity.io/images/huh1e45n/production/c0ef1487c018a80f6cad1d81879185aeafeb0ad8-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/783f6884bdc8797a7b3fa59e50dd8e3c3bcdc517-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/4cfd562de0fee73885c6af68d2833fca2c559575-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/c50d81d5584609b42c112d544daefd3b3acb5054-799x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/326d4fafdfb376eea997b88699987321aa4fcfdb-1280x853.jpg | https://cdn.sanity.io/images/huh1e45n/production/7a72aa91b1f8f86672bc3a9fde55cbdb0460abb1-900x1200.jpg"
49.15,,NO — margin overstated,12.71,20.2,"Premier Housewares","5506427",NOT PERMITTED — ask supplier,,6,"Resin Darnell Large Natural Face Planter 27x23cm","<p>A face-motif planter in magnesia with inorganic resin and fibreglass, in a natural finish. 26.5 x 23 x 34cm, 7.3kg empty, with a 20cm planting capacity.</p><ul><li>Dimensions: 26.5 x 23 x 34 cm</li><li>Material: Resin</li><li>Colour: Natural</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,63.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-DARNELL-NAT-001",5018705977256,,"Kaiku","Natural","Resin","","Modern",26.5,23,34,cm,,"https://cdn.sanity.io/images/huh1e45n/production/293c7f07f83cfd2dcff3197163459f43f902d858-800x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/1d506b234206ced1e675ae74e377eafc96ff4f47-800x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/f5ff0b2fee67e3d1161b128f216a5f0d9d4dced1-800x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/85e35bce62bcc47d6abd14f5634d6c9d357eceb8-800x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/4472d0f7d1106b9b00a15ef09d22d8ba686c41e7-800x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/ec0576ad1b8911c9f93530ef3e5873d15ed7babb-800x1200.jpg"
72.65,,NO — margin overstated,18.75,20.2,"Premier Housewares","5503056",NOT PERMITTED — ask supplier,,3,"Glass Meissa Gold Finish Pendant Wall Mirror 65x3cm","<p>The Meissa Gold Finish Pendant Wall Mirror combines design with real glass and a luxe gold finish. Made from glass and iron, it's perfect for enhancing any modern home décor.</p><ul><li>Dimensions: 65 x 3 x 83 cm</li><li>Material: Glass</li><li>Colour: Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",mirrors,FILL,1000,93.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-MIR-MEISSA-GLD-002",5018705401942,,"Kaiku","Gold","Glass","","Modern",65,3,83,cm,,"https://cdn.sanity.io/images/huh1e45n/production/0f77eb4404b51a02ca0ea4f0cc7649f738cb3d38-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/f23207bf60ac8143b53f33e2b644d0f6c3650605-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/d12670d3eb8048418ef49fdfc90ebe02b8ffb92e-1280x1280.jpg"
60.12,,NO — margin overstated,15.53,20.2,"Premier Housewares","2502319",NOT PERMITTED — ask supplier,,1,"Lenno Large Gold Pendant Light 40x40cm","<p>A pendant light in iron, 40 x 40 x 145cm and 1.86kg. Takes a bulb up to 40W, not included.</p><ul><li>Dimensions: 40 x 40 x 145 cm</li><li>Colour: Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",lighting,FILL,1000,77.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-LT-LENNO-001",5018705478432,,"Kaiku","Gold","","","Modern",40,40,145,cm,,"https://cdn.sanity.io/images/huh1e45n/production/a8390e521a695f22afdc351af6bfe5520c61a657-500x500.jpg"
67.97,,NO — margin overstated,17.53,20.1,"Premier Housewares","2404633",NOT PERMITTED — ask supplier,,3,"MDF Urban White Floor Standing Mirror 45x5cm","<p>The Urban White Floor Standing Mirror features a natural fir wood frame and a full-length reflective surface, offering functionality and elegance for any space. Made from MDF, eucalyptus, and real glass, it’s designed for durability and style.</p><ul><li>Dimensions: 45 x 5 x 145 cm</li><li>Material: MDF</li><li>Colour: White</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",mirrors,FILL,1000,87.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-MIR-URBAN-WHT-001",5018705342511,,"Kaiku","White","MDF","","Modern",45,5,145,cm,,"https://cdn.sanity.io/images/huh1e45n/production/71b8be5f060073c4dfb4a50d72382517814d71d0-800x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/ed74b0af14c1c891833f20dcd0007305d572e8c7-933x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/af242c785872ed93a62702e6e9b121cd342455eb-1200x1200.jpg"
78.20,,NO — margin overstated,20.10,20.1,"Premier Housewares","2405640",NOT PERMITTED — ask supplier,3,8,"Maka Grey Natural Rattan Stool 40x40cm","<p>A natural rattan stool with an hourglass shape, 40 x 40cm and 45cm tall, weighing 2.72kg and rated to 150kg. Supplied fully assembled.</p><ul><li>Natural grey rattan</li><li>Openwork design</li><li>Hand woven</li><li>Rustic charm</li><li>Hourglass shape</li></ul><ul><li>Dimensions: 40 x 40 x 45 cm</li><li>Material: Rattan</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",garden-furniture,FILL,1000,100.00,3,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-GARF-MAKA-001",5018705419657,,"Kaiku","Grey","Rattan","","Natural",40,40,45,cm,,"https://cdn.sanity.io/images/huh1e45n/production/f1564b86ebdd24e0564211ccbc1f43b38a338ac0-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/11e570cba66341de355037f4b1008e34fb2f541c-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/96b3a1981764eb1875c563cc11511266dcdf88a9-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/f41c5d5779551f418e956706f5559e2e2621158b-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/fa870c61b6589a641269e9c10eacda6d96206e29-900x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/16f7a44eced10e6fb3a9b5913050cfb7486cd77e-900x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/36120ac0383b76151a70a39b38d3f5d75f37fabf-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/a5925b8b81624d0943d36bd7092339b396841735-1280x1280.jpg"
62.56,,NO — margin overstated,16.04,20.0,"Premier Housewares","5506328",NOT PERMITTED — ask supplier,,6,"Herbie Green and Gold Large Glass Vase 28x28cm","<p>A vase in glass, 28 x 28 x 34cm. 10kg shipped.</p><ul><li>Dimensions: 28 x 28 x 34 cm</li><li>Material: Glass</li><li>Colour: Gold</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",vases,FILL,1000,80.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-VASE-HERBIE-GLD-001",5018705974774,,"Kaiku","Gold","Glass","","Modern",28,28,34,cm,,"https://cdn.sanity.io/images/huh1e45n/production/6b4a24dc42bcc438a149e833fab6c126cc0eb80a-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/77b25fa13a4116767963fd3340c49bd377502b7d-1200x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/8ecce85f9b71369ee90ad22267db44c77731d99c-800x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/1b0453dd67a82211de80614a46060c660a2f35b0-800x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/7dfae904522baa00638e4ba231107b9c2a02200c-800x1200.jpg | https://cdn.sanity.io/images/huh1e45n/production/a5835438d1cec50f237c24de99c7ee10d33a4d5c-900x1200.jpg"
43.20,8.39,yes,13.22,20.0,"Hill Interiors","",yes,60,4,"White Axis Putty Grey Carver Dining Chair 54x51cm","<p>A carver dining chair in putty grey, moulded from weather-resistant plastic with integrated armrests. 54 x 51 x 79cm and 4.2kg, and it can be used indoors or out.</p><ul><li>Dimensions: 54 x 51 x 79 cm</li><li>Weight: 4.2kg</li><li>Colour: Grey</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",garden-furniture,FILL,1000,66.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-DC-AXIS-PGY-001",,,"Kaiku","White","","","",54,51,79,cm,4.2kg,"https://cdn.sanity.io/images/huh1e45n/production/55aef3be3787f298a0f519f8c200cea3207800d3-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/ebf3f09c3359cf33e57a3b36fb99da1743a8e72f-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/da914d1ef80262c0574cd5a2f02e9e583fbeeffc-1600x1600.jpg | https://cdn.sanity.io/images/huh1e45n/production/f02f4d38e353c0c29a471c815bedeca44913752f-1600x1600.jpg"
43.20,8.39,yes,13.22,20.0,"Hill Interiors","23293",yes,1,3,"Siena Brown Round Ribbed Planter 41x41cm","<p>A wide, low ceramic planter in a weathered brown finish with horizontal ribbing. 41 x 41 x 19cm, 8kg. Suitable for indoor or outdoor use.</p><ul><li>Dimensions: 41 x 41 x 19 cm</li><li>Weight: 8kg</li><li>Colour: Brown</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,66.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,4,"KK-PLNT-SIENA-001",5050140329382,,"Kaiku","Brown","","","",41,41,19,cm,8kg,"https://cdn.sanity.io/images/huh1e45n/production/c5c2ece78699faba5ec526f2a996c7eaae0d13df-1800x1800.jpg | https://cdn.sanity.io/images/huh1e45n/production/02660bf884b2cc89e915dbd679051570ecdff86b-1800x1800.jpg | https://cdn.sanity.io/images/huh1e45n/production/3a1163a7fedc26b9c814a06ac059e2142f482e58-1800x1800.jpg"
58.66,,NO — margin overstated,15.02,20.0,"Premier Housewares","5505803",NOT PERMITTED — ask supplier,,6,"Black Resin Darnell Large Face Planter 27x28cm","<p>The Darnell Large Face Planter is a black planter made from a durable blend of fiberglass, inorganic resin, and magnesia.</p><ul><li>Dimensions: 27 x 28 x 42 cm</li><li>Material: Resin</li><li>Colour: Black</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",planters,FILL,1000,75.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-PLNT-DARNELL-BLK-003",5018705468396,,"Kaiku","Black","Resin","","Boho",27,28,42,cm,,"https://cdn.sanity.io/images/huh1e45n/production/388755bfbbaf46dd6d04246c787e6e76a3297910-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/19d0958175be509ba8ff628fbb80768160ae2218-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/85e77587164994fdaed2c4a589f8e8afd29a17d7-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/c079ff94f34b6ad2d5db3223e4fc2c0e1dad52a7-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/9c4ddf8854ac6e0c86d68f1049ab98b6a4b5f3e4-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/7b28cf5458ddb814091fd36e1297730921c6d824-1280x1280.jpg"
27.27,,NO — margin overstated,7.01,20.0,"Premier Housewares","0507595",NOT PERMITTED — ask supplier,316,5,"Vertex Copper Plated Basket 38x30cm","<p>The Vertex Copper Plated Basket is a contemporary storage solution made from iron with a copper finish. At 38 × 30 × 36 cm, it combines functionality and aesthetic appeal for decorative use.</p><ul><li>Portable design with dual handles</li><li>Attractive copper finish</li><li>Perfect for decorative storage</li></ul><ul><li>Dimensions: 38 x 30 x 36 cm</li><li>Colour: Copper</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",bathroom-storage,FILL,1000,35.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-BATS-VERTEX-001",5018705490489,,"Kaiku","Copper","","","Contemporary",38,30,36,cm,,"https://cdn.sanity.io/images/huh1e45n/production/e78be8bbd186a25b3e00f284344fe9d6c2227eca-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/2a39531779bc369a2929aa77597233fe381beb66-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/2125b2cb4b00775257fd48949798c820754f919b-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/0eb657e48a2cccde451fb41bbbe961b641cb89d7-1280x1280.jpg | https://cdn.sanity.io/images/huh1e45n/production/36e320ade2b84c78532b4194af35f45135a62644-1280x1280.jpg"
11.83,8.39,yes,5.19,20.0,"Hill Interiors","19429",yes,10,4,"Round Ceramic Lattice Hurricane Lantern 17x17cm","<p>A ceramic hurricane lantern with a cut lattice pattern, 17 x 17cm at the base and 11cm tall, weighing 0.65kg.</p><ul><li>Dimensions: 17 x 17 x 11 cm</li><li>Weight: 0.65kg</li><li>Material: Ceramic</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",candles-and-lanterns,FILL,1000,26.00,5,FixedPrice,GTC,Bourne End,SL8 5NF,14,"KK-CAND-ROUND-001",5050140942994,,"Kaiku","","Ceramic","","Modern",17,17,11,cm,0.65kg,"https://cdn.sanity.io/images/huh1e45n/production/184e6670dd3e68047b5a4cf9dbae863c1a11c8d0-1500x1500.jpg | https://cdn.sanity.io/images/huh1e45n/production/552a61f2c45d2c3729bfc03e45577d15c8e8598b-1800x1800.jpg | https://cdn.sanity.io/images/huh1e45n/production/2be49dc93366c54018d769e2814d245f215561a0-1800x1800.jpg | https://cdn.sanity.io/images/huh1e45n/production/1df627427771fd5d38ef9a4ab509c921305b3437-1800x1800.jpg"
63.44,,NO — margin overstated,16.15,19.9,"Aosom","84J-256V70MX",NOT PERMITTED — ask supplier,,4,"Four-Tier Rustic Pot Fountain with Planter, Rustic Brown 31x30cm","<p>Bring peace to your outdoor space with this rustic four-tier water fountain, crafted from durable resin and featuring integrated LED lights.</p><ul><li>Dimensions: 31 x 30 x 59 cm</li><li>Weight: 6.5kg</li><li>Colour: Brown</li></ul><p>Free UK delivery. Sold by Kaiku.</p>",water-features,FILL,1000,81.00,1,FixedPrice,GTC,Bourne End,SL8 5NF,4,"KK-WATR-FOUR-001",,,"Kaiku","Brown","","","Rustic",31,30,59,cm,6.5kg,"https://cdn.sanity.io/images/huh1e45n/production/8277f26708282ac5737e6e9a4cac6cd5a7b2cb89-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/1b9cb5c4ea74e01ea897cb472cfae7678a357a9a-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/c639f917468327e79b6c8b3355089af2ed98e898-2000x2000.jpg | https://cdn.sanity.io/images/huh1e45n/production/bc18d50a088fd03ccc87a74ed3cae3dc67a15d50-2000x2000.jpg"
