route,severity,published,supplier,product,finding,how
WRITING,major,published,"Hill Interiors","Set Of Three Wooden Lanterns With Archway Design | Kaiku","1304 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Set Of Three Wooden Lanterns With Archway Design | Kaiku","1 FAQ answer nothing (e.g. ""What are the dimensions of the lanterns?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Set Of Three Wooden Lanterns With Archway Design | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Silver Heart Skeleton Wall Clock | Kaiku","Only 1 concrete fact across 1096 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Silver Heart Skeleton Wall Clock | Kaiku","10 filler phrases: elevate any, effortlessly, seamlessly, whether you, designed to enhance…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Silver Heart Skeleton Wall Clock | Kaiku","1096 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Silver Heart Skeleton Wall Clock | Kaiku","1 FAQ answer nothing (e.g. ""What is the size of the clock?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Silver Heart Skeleton Wall Clock | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Silver Heart Skeleton Wall Clock | Kaiku","Quotes “the supplier” rather than stating the fact as Kaiku's own.","Tier 2 — restate as Kaiku's own knowledge"
WRITING,major,published,"Hill Interiors","Large Silver Skeleton Wall Clock | Kaiku","Only 1 concrete fact across 1064 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Large Silver Skeleton Wall Clock | Kaiku","8 filler phrases: effortlessly, timeless elegance, perfect for, adds a touch of, statement piece…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Large Silver Skeleton Wall Clock | Kaiku","1064 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Large Silver Skeleton Wall Clock | Kaiku","3 FAQs answer nothing (e.g. ""What is the size of the Large Silver Skeleton Wall Clock?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Large Silver Skeleton Wall Clock | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Medium Conran Vase | Kaiku","Only 1 concrete fact across 1131 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Medium Conran Vase | Kaiku","8 filler phrases: elevate your, seamlessly, perfect for, whether you, touch of sophistication…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Medium Conran Vase | Kaiku","1131 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
WRITING,major,published,"Hill Interiors","Aged Stone Ceramic Vase | Kaiku","Only 1 concrete fact across 1191 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Aged Stone Ceramic Vase | Kaiku","8 filler phrases: elevate your, seamlessly, transform your, whether you, statement piece…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Aged Stone Ceramic Vase | Kaiku","1191 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Aged Stone Ceramic Vase | Kaiku","1 FAQ answer nothing (e.g. ""What if my vase arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Aged Stone Tall Ceramic Vase | Kaiku","Only 1 concrete fact across 1057 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Aged Stone Tall Ceramic Vase | Kaiku","10 filler phrases: elevate your, seamlessly, timeless elegance, perfect for, designed to enhance…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Aged Stone Tall Ceramic Vase | Kaiku","1057 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Aged Stone Tall Ceramic Vase | Kaiku","2 FAQs answer nothing (e.g. ""What sizes does the vase come in?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Aged Stone Tall Ceramic Vase | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Large Conical Ceramic Lattice Hurricane Lantern | Kaiku","Only 1 concrete fact across 1231 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Large Conical Ceramic Lattice Hurricane Lantern | Kaiku","13 filler phrases: effortlessly, seamlessly, perfect for, whether you, designed to enhance…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Large Conical Ceramic Lattice Hurricane Lantern | Kaiku","1231 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Large Conical Ceramic Lattice Hurricane Lantern | Kaiku","1 FAQ answer nothing (e.g. ""What can I do if my lantern arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Round Ceramic Lattice Hurricane Lantern | Kaiku","Only 1 concrete fact across 1191 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Round Ceramic Lattice Hurricane Lantern | Kaiku","10 filler phrases: elevate your, effortlessly, seamlessly, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Round Ceramic Lattice Hurricane Lantern | Kaiku","1191 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,blocker,published,"Hill Interiors","Round Ceramic Lattice Hurricane Lantern | Kaiku","Raw template syntax is visible in the copy.","new: strip serialisation garbage, then re-check by hand"
WRITING,major,published,"Hill Interiors","Downton Large Antique White Vase | Kaiku","Only 1 concrete fact across 1303 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Downton Large Antique White Vase | Kaiku","12 filler phrases: effortlessly, seamlessly, timeless elegance, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Downton Large Antique White Vase | Kaiku","1303 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Downton Large Antique White Vase | Kaiku","1 FAQ answer nothing (e.g. ""What if my vase arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Garda Glazed Gisela Vase | Kaiku","Only 1 concrete fact across 1173 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Garda Glazed Gisela Vase | Kaiku","12 filler phrases: elevate your, effortlessly, seamlessly, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Garda Glazed Gisela Vase | Kaiku","1173 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
WRITING,major,published,"Hill Interiors","Square Decorative Hanging Collage Mirror In Silver | Kaiku","Only 1 concrete fact across 1543 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Square Decorative Hanging Collage Mirror In Silver | Kaiku","9 filler phrases: effortlessly, seamlessly, perfect for, whether you, designed to enhance…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Square Decorative Hanging Collage Mirror In Silver | Kaiku","1543 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
WRITING,major,published,"Hill Interiors","Tristan Mirror And Wood 4X6 Frame | Kaiku","Only 1 concrete fact across 984 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Tristan Mirror And Wood 4X6 Frame | Kaiku","10 filler phrases: effortlessly, seamlessly, perfect for, whether you, designed to enhance…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Tristan Mirror And Wood 4X6 Frame | Kaiku","984 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Tristan Mirror And Wood 4X6 Frame | Kaiku","2 FAQs answer nothing (e.g. ""What are the dimensions of the Tristan Mirror?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Tristan Mirror And Wood 4X6 Frame | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Tristan Mirror And Wood 5X7 Frame | Kaiku","Only 1 concrete fact across 971 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Tristan Mirror And Wood 5X7 Frame | Kaiku","10 filler phrases: effortlessly, seamlessly, timeless elegance, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Tristan Mirror And Wood 5X7 Frame | Kaiku","971 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Tristan Mirror And Wood 5X7 Frame | Kaiku","2 FAQs answer nothing (e.g. ""What are the dimensions of the Tristan Mirror?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Tristan Mirror And Wood 5X7 Frame | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Antique Etched foxed Wall Art Mirror | Kaiku","Only 1 concrete fact across 1001 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Antique Etched foxed Wall Art Mirror | Kaiku","12 filler phrases: effortlessly, seamlessly, timeless elegance, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Antique Etched foxed Wall Art Mirror | Kaiku","1001 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Antique Etched foxed Wall Art Mirror | Kaiku","3 FAQs answer nothing (e.g. ""What are the dimensions of the Antique Etched Foxed Wall Art"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Antique Etched foxed Wall Art Mirror | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Large Frosted Eucalyptus Candle Wreath | Kaiku","Only 1 concrete fact across 1150 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Large Frosted Eucalyptus Candle Wreath | Kaiku","11 filler phrases: elevate your, effortlessly, seamlessly, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Large Frosted Eucalyptus Candle Wreath | Kaiku","1150 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
NEEDS DATA,major,published,"Hill Interiors","Large Frosted Eucalyptus Candle Wreath | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Luxe Collection Natural Glow S/ 2 Ivory LED Dinner Candles | Kaiku","Only 1 concrete fact across 1144 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Luxe Collection Natural Glow S/ 2 Ivory LED Dinner Candles | Kaiku","12 filler phrases: elevate your, effortlessly, seamlessly, transform your, perfect for…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Luxe Collection Natural Glow S/ 2 Ivory LED Dinner Candles | Kaiku","1144 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
NEEDS DATA,major,published,"Hill Interiors","Luxe Collection Natural Glow S/ 2 Ivory LED Dinner Candles | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Darcy Ople Vase | Kaiku","Only 1 concrete fact across 1154 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Darcy Ople Vase | Kaiku","9 filler phrases: elevate your, elevate any, seamlessly, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Darcy Ople Vase | Kaiku","1154 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
WRITING,major,published,"Hill Interiors","Marble Effect Ellipse Large Vase | Kaiku","Only 1 concrete fact across 1176 words.","Tier 3 — write from sourceUrl"
WRITING,minor,published,"Hill Interiors","Marble Effect Ellipse Large Vase | Kaiku","Filler phrases: effortlessly, perfect for, your space, exquisite","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Marble Effect Ellipse Large Vase | Kaiku","1176 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,blocker,published,"Hill Interiors","Marble Effect Ellipse Large Vase | Kaiku","Raw template syntax is visible in the copy.","new: strip serialisation garbage, then re-check by hand"
WRITING,major,published,"Hill Interiors","Marble Effect Pudding Vase | Kaiku","Only 1 concrete fact across 1094 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Marble Effect Pudding Vase | Kaiku","9 filler phrases: seamlessly, transform your, whether you, adds a touch of, touch of sophistication…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Marble Effect Pudding Vase | Kaiku","1094 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Marble Effect Pudding Vase | Kaiku","1 FAQ answer nothing (e.g. ""Is there a risk of the vase breaking during delivery?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Roco Wall Clock | Kaiku","Only 1 concrete fact across 1093 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Roco Wall Clock | Kaiku","10 filler phrases: elevate your, effortlessly, seamlessly, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Roco Wall Clock | Kaiku","1093 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Roco Wall Clock | Kaiku","3 FAQs answer nothing (e.g. ""What if my clock arrives damaged?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Roco Wall Clock | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Bloomsbury Wall Clock | Kaiku","Only 1 concrete fact across 972 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Bloomsbury Wall Clock | Kaiku","8 filler phrases: elevate your, effortlessly, seamlessly, timeless elegance, perfect for…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Bloomsbury Wall Clock | Kaiku","972 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Bloomsbury Wall Clock | Kaiku","1 FAQ answer nothing (e.g. ""What if my Bloomsbury Wall Clock arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Louie Wall Clock | Kaiku","Only 1 concrete fact across 1356 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Louie Wall Clock | Kaiku","9 filler phrases: effortlessly, seamlessly, perfect for, whether you, adds a touch of…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Louie Wall Clock | Kaiku","1356 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Louie Wall Clock | Kaiku","1 FAQ answer nothing (e.g. ""What if the Louie Wall Clock arrives damaged?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Louie Wall Clock | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Roza Panelled Wall Clock | Kaiku","Only 1 concrete fact across 1058 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Roza Panelled Wall Clock | Kaiku","11 filler phrases: effortlessly, seamlessly, timeless elegance, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Roza Panelled Wall Clock | Kaiku","1058 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Roza Panelled Wall Clock | Kaiku","1 FAQ answer nothing (e.g. ""What if my Roza Clock arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Celina Mirrored Wall Clock | Kaiku","Only 1 concrete fact across 913 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Celina Mirrored Wall Clock | Kaiku","8 filler phrases: seamlessly, timeless elegance, perfect for, whether you, must-have…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Celina Mirrored Wall Clock | Kaiku","913 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,blocker,published,"Hill Interiors","Celina Mirrored Wall Clock | Kaiku","Publishes an internal value threshold. That rule is ours, not the customer's.","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Bronze Skeleton Wall Clock | Kaiku","Only 1 concrete fact across 1147 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Bronze Skeleton Wall Clock | Kaiku","9 filler phrases: seamlessly, perfect for, whether you, designed to enhance, adds a touch of…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Bronze Skeleton Wall Clock | Kaiku","1147 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Bronze Skeleton Wall Clock | Kaiku","1 FAQ answer nothing (e.g. ""What happens if the clock arrives damaged or faulty?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","White Skeleton Wall Clock | Kaiku","Only 1 concrete fact across 1115 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","White Skeleton Wall Clock | Kaiku","7 filler phrases: seamlessly, perfect for, whether you, adds a touch of, statement piece…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","White Skeleton Wall Clock | Kaiku","1115 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","White Skeleton Wall Clock | Kaiku","2 FAQs answer nothing (e.g. ""What if my clock arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Rothay Large Wall Clock | Kaiku","Only 1 concrete fact across 1026 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Rothay Large Wall Clock | Kaiku","7 filler phrases: seamlessly, perfect for, whether you, must-have, versatile addition…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Rothay Large Wall Clock | Kaiku","1026 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Rothay Large Wall Clock | Kaiku","2 FAQs answer nothing (e.g. ""What are the dimensions of the Rothay Large Wall Clock?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Rothay Wall Clock | Kaiku","Only 1 concrete fact across 1150 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Rothay Wall Clock | Kaiku","9 filler phrases: elevate your, effortlessly, seamlessly, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Rothay Wall Clock | Kaiku","1150 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,blocker,published,"Hill Interiors","Rothay Wall Clock | Kaiku","Raw template syntax is visible in the copy.","new: strip serialisation garbage, then re-check by hand"
WRITING,major,published,"Hill Interiors","Ashmount Large Wall Clock | Kaiku","Only 1 concrete fact across 1254 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Ashmount Large Wall Clock | Kaiku","8 filler phrases: effortlessly, seamlessly, timeless elegance, whether you, versatile addition…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Ashmount Large Wall Clock | Kaiku","1254 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Ashmount Large Wall Clock | Kaiku","2 FAQs answer nothing (e.g. ""What is the size of the Ashmount Large Wall Clock?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Ashmount Large Wall Clock | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Ashmount Wall Clock | Kaiku","Only 1 concrete fact across 1137 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Ashmount Wall Clock | Kaiku","6 filler phrases: effortlessly, seamlessly, perfect for, whether you, your space…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Ashmount Wall Clock | Kaiku","1137 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Ashmount Wall Clock | Kaiku","3 FAQs answer nothing (e.g. ""What is the size of the Ashmount Wall Clock?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Ashmount Wall Clock | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Brandon Large Wall Clock | Kaiku","Only 1 concrete fact across 1166 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Brandon Large Wall Clock | Kaiku","8 filler phrases: effortlessly, seamlessly, perfect for, whether you, designed to enhance…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Brandon Large Wall Clock | Kaiku","1166 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Brandon Large Wall Clock | Kaiku","3 FAQs answer nothing (e.g. ""What are the dimensions of the Brandon Large Wall Clock?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Brandon Large Wall Clock | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Karlsson Large Wall Clock | Kaiku","Only 1 concrete fact across 1311 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Karlsson Large Wall Clock | Kaiku","8 filler phrases: elevate your, effortlessly, seamlessly, transform your, perfect for…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Karlsson Large Wall Clock | Kaiku","1311 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Karlsson Large Wall Clock | Kaiku","2 FAQs answer nothing (e.g. ""What is the size of the Karlsson Large Wall Clock?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Karlsson Large Wall Clock | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Brandon Wall Clock | Kaiku","Only 3 concrete facts across 1209 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Brandon Wall Clock | Kaiku","11 filler phrases: elevate your, effortlessly, seamlessly, timeless elegance, transform your…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Brandon Wall Clock | Kaiku","1209 words carrying 3 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
WRITING,major,published,"Hill Interiors","Butchers Cuts Pork Wall Plaque | Kaiku","Only 1 concrete fact across 1258 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Butchers Cuts Pork Wall Plaque | Kaiku","6 filler phrases: effortlessly, seamlessly, perfect for, your space, exquisite…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Butchers Cuts Pork Wall Plaque | Kaiku","1258 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
WRITING,major,published,"Hill Interiors","Butchers Cuts Chicken Wall Plaque | Kaiku","Only 1 concrete fact across 1329 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Butchers Cuts Chicken Wall Plaque | Kaiku","6 filler phrases: effortlessly, seamlessly, perfect for, whether you, any space…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Butchers Cuts Chicken Wall Plaque | Kaiku","1329 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Butchers Cuts Chicken Wall Plaque | Kaiku","1 FAQ answer nothing (e.g. ""What if my plaque arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Williston Square Wooden Wall Clock | Kaiku","Only 1 concrete fact across 1316 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Williston Square Wooden Wall Clock | Kaiku","6 filler phrases: seamlessly, whether you, adds a touch of, any space, your space…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Williston Square Wooden Wall Clock | Kaiku","1316 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Williston Square Wooden Wall Clock | Kaiku","1 FAQ answer nothing (e.g. ""What if the clock arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Williston Square Large Wooden Wall Clock | Kaiku","Only 1 concrete fact across 1322 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Williston Square Large Wooden Wall Clock | Kaiku","9 filler phrases: effortlessly, seamlessly, perfect for, whether you, statement piece…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Williston Square Large Wooden Wall Clock | Kaiku","1322 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Williston Square Large Wooden Wall Clock | Kaiku","1 FAQ answer nothing (e.g. ""What if the clock arrives damaged?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,published,"Hill Interiors","Williston Square Large Wooden Wall Clock | Kaiku","Markdown markup left in the text.","new: fix-catalogue-tier1.ts, text-artefact pass"
NEEDS DATA,major,published,"Hill Interiors","Williston Square Large Wooden Wall Clock | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Williston Grey Square Wall Clock | Kaiku","Only 1 concrete fact across 1037 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Williston Grey Square Wall Clock | Kaiku","9 filler phrases: effortlessly, seamlessly, timeless elegance, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Williston Grey Square Wall Clock | Kaiku","1037 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Williston Grey Square Wall Clock | Kaiku","1 FAQ answer nothing (e.g. ""What to do if the clock is faulty upon delivery?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Silver Punch Faced Ceramic Large Candle Holder | Kaiku","Only 1 concrete fact across 853 words.","Tier 3 — write from sourceUrl"
